Volcano Number,Volcano Name,Country,Location,Latitude,Longitude,Elevation (m),Type,TypeCategory,Status,Last Known Eruption,Description
283250.0,Hachimantai,Japan,Honshu-Japan,39.958,140.854,1613.0,Stratovolcano,Stratovolcano,Holocene,Unknown,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
283280.0,Hakkodasan,Japan,Honshu-Japan,40.659,140.877,1585.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
283020.0,Hakoneyama,Japan,Honshu-Japan,35.233,139.021,1438.0,Complex volcano,Stratovolcano,Radiocarbon,D7,"A volcano with multiple vents and edifice structures, showing mixed behaviours over time."
283050.0,Hakusan,Japan,Honshu-Japan,36.155,136.771,2702.0,Stratovolcano,Stratovolcano,Historical,D5,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
283122.0,Harunasan,Japan,Honshu-Japan,36.477,138.851,1449.0,Stratovolcano,Stratovolcano,Anthropology,D6,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
283191.0,Hijiori,Japan,Honshu-Japan,38.599,140.162,552.0,Caldera,Caldera,Radiocarbon,D7,A large depression formed when a volcano’s summit or magma chamber collapses after a major eruption.
283131.0,Hiuchigatake,Japan,Honshu-Japan,36.955,139.285,2356.0,Stratovolcano,Stratovolcano,Historical,D5,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
283270.0,Iwakisan,Japan,Honshu-Japan,40.656,140.303,1625.0,Stratovolcano,Stratovolcano,Historical,D3,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
283240.0,Iwatesan,Japan,Honshu-Japan,39.853,141.001,2038.0,Complex volcano,Stratovolcano,Historical,D2,"A volcano with multiple vents and edifice structures, showing mixed behaviours over time."
283010.0,Izu-Tobu,Japan,Honshu-Japan,34.9,139.098,1406.0,Pyroclastic cone,Cone,Historical,D1,"A cone built from pyroclastic material (ash, lapilli, bombs) around a vent."
283210.0,Kurikomayama,Japan,Honshu-Japan,38.961,140.788,1627.0,Stratovolcano,Stratovolcano,Historical,D2,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
283120.0,Kusatsu-Shiranesan,Japan,Honshu-Japan,36.618,138.528,2165.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
283262.0,Megata,Japan,Honshu-Japan,39.95,139.73,160.0,Maar,Maars / Tuff ring,Tephrochronology,D7,"A broad, shallow crater formed by explosive interaction of magma with groundwater (phreatomagmatic)."
283080.0,Midagahara,Japan,Honshu-Japan,36.571,137.59,2621.0,Stratovolcano,Stratovolcano,Historical,D3,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
283100.0,Myokosan,Japan,Honshu-Japan,36.891,138.114,2454.0,Stratovolcano,Stratovolcano,Radiocarbon,D7,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
283141.0,Nantaisan,Japan,Honshu-Japan,36.765,139.491,2486.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
283200.0,Naruko,Japan,Honshu-Japan,38.729,140.734,470.0,Caldera,Caldera,Historical,D6,A large depression formed when a volcano’s summit or magma chamber collapses after a major eruption.
283150.0,Nasudake,Japan,Honshu-Japan,37.125,139.963,1915.0,Stratovolcano,Stratovolcano,Historical,D2,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
283090.0,Niigata-Yakeyama,Japan,Honshu-Japan,36.921,138.036,2400.0,Lava dome,Cone,Historical,D1,"A rounded mound formed by highly viscous lava extruding slowly, building up near the vent."
283140.0,Nikko-Shiranesan,Japan,Honshu-Japan,36.799,139.376,2578.0,Shield volcano,Shield Volcano,Historical,D3,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
283060.0,Norikuradake,Japan,Honshu-Japan,36.106,137.554,3026.0,Stratovolcano,Stratovolcano,Radiocarbon,D7,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
283151.0,Numazawa,Japan,Honshu-Japan,37.444,139.566,835.0,Shield volcano,Shield Volcano,Radiocarbon,D7,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
283003.0,Oki-Dogo,Japan,Honshu-Japan,36.176,133.334,151.0,Shield volcano,Shield Volcano,Anthropology,U,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
283142.0,Omanago Group,Japan,Honshu-Japan,36.807,139.476,2341.0,Lava dome,Cone,Holocene,U,"A rounded mound formed by highly viscous lava extruding slowly, building up near the vent."
283040.0,Ontakesan,Japan,Honshu-Japan,35.893,137.48,3067.0,Complex volcano,Stratovolcano,Historical,D1,"A volcano with multiple vents and edifice structures, showing mixed behaviours over time."
283290.0,Osorezan,Japan,Honshu-Japan,41.279,141.12,878.0,Stratovolcano,Stratovolcano,Historical,D4,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
283002.0,Sanbesan,Japan,Honshu-Japan,35.141,132.622,1126.0,Caldera,Caldera,Radiocarbon,D7,A large depression formed when a volcano’s summit or magma chamber collapses after a major eruption.
283121.0,Shiga,Japan,Honshu-Japan,36.688,138.519,2041.0,Shield volcano,Shield Volcano,Holocene,U,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
283143.0,Takaharayama,Japan,Honshu-Japan,36.9,139.777,1795.0,Stratovolcano,Stratovolcano,Holocene,U7,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
283271.0,Towada,Japan,Honshu-Japan,40.51,140.88,1011.0,Caldera,Caldera,Historical,D6,A large depression formed when a volcano’s summit or magma chamber collapses after a major eruption.
283071.0,Washiba-Kumonotaira,Japan,Honshu-Japan,36.408,137.594,2924.0,Shield volcano,Shield Volcano,Tephrochronology,D7,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
283070.0,Yakedake,Japan,Honshu-Japan,36.227,137.587,2455.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
283031.0,Yokodake,Japan,Honshu-Japan,36.087,138.32,2480.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
283190.0,Zaozan [Zaosan],Japan,Honshu-Japan,38.144,140.44,1841.0,Complex volcano,Stratovolcano,Historical,D2,"A volcano with multiple vents and edifice structures, showing mixed behaviours over time."
373090.0,Theistareykir,Iceland,Iceland,65.883,-16.967,563.0,Shield volcano,Shield Volcano,Tephrochronology,D7,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
,Manareyjar,Iceland,Iceland-N,66.3,-17.1,0.0,Submarine volcano,Submarine Volcano,Historical,D3,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
375010.0,Kolbeinsey Ridge,Iceland,Iceland-N of,66.67,-18.5,5.0,Submarine volcano,Submarine Volcano,Historical,D4,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
373100.0,Tjornes Fracture Zone,Iceland,Iceland-N of,66.309,-17.118,-75.0,Submarine volcano,Submarine Volcano,Historical,D3,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
373060.0,Askja,Iceland,Iceland-NE,65.033,-16.783,1080.0,Stratovolcano,Stratovolcano,Historical,D2,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
373030.0,Bardarbunga,Iceland,Iceland-NE,64.633,-17.516,2000.0,Stratovolcano,Stratovolcano,Historical,D2,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
373070.0,Fremrinamar,Iceland,Iceland-NE,65.416,-16.666,970.0,Stratovolcano,Stratovolcano,Tephrochronology,D7,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
373010.0,Grimsvotn,Iceland,Iceland-NE,64.416,-17.316,1719.0,Caldera,Caldera,Historical,D1,A large depression formed when a volcano’s summit or magma chamber collapses after a major eruption.
373082.0,Heidarspordar,Iceland,Iceland-NE,65.583,-16.817,490.0,Fissure vent,Crater System,,D7,"A linear crack in the crust through which lava erupts, often forming a row of vents."
373080.0,Krafla,Iceland,Iceland-NE,65.715,-16.728,800.0,Caldera,Caldera,Historical,D1,A large depression formed when a volcano’s summit or magma chamber collapses after a major eruption.
373050.0,Kverkfjoll,Iceland,Iceland-NE,64.653,-16.647,1930.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
,Lakagigar,Iceland,Iceland-NE,64.42,-17.33,1725.0,Caldera,Caldera,Historical,D1,A large depression formed when a volcano’s summit or magma chamber collapses after a major eruption.
374801.0,Snaefell,Iceland,Iceland-NE,64.798,-15.56,1833.0,Stratovolcano,Stratovolcano,Holocene,Unknown,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
373012.0,Thordarhyrna,Iceland,Iceland-NE,64.267,-17.617,1650.0,Stratovolcano,Stratovolcano,,D2,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
,Trollagigar,Iceland,Iceland-NE,64.43,-18.13,1000.0,Crater rows,Crater System,Historical,D3,A line of craters formed along fissures or aligned vents producing multiple craters.
373040.0,Tungnafellsjokull,Iceland,Iceland-NE,64.75,-17.916,1523.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
372020.0,Eyjafjallajokull,Iceland,Iceland-S,63.633,-19.633,1651.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
372070.0,Hekla,Iceland,Iceland-S,63.983,-19.666,1490.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
371051.0,Hromundartindur,Iceland,Iceland-S,64.083,-21.333,550.0,Stratovolcano,Stratovolcano,Holocene?,?,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
372030.0,Katla,Iceland,Iceland-S,63.633,-19.083,1490.0,Subglacial volcano,Subglacial,Historical,D2,"A volcano erupted beneath ice or a glacier, creating unique geomorphology."
,Krakagiger,Iceland,Iceland-S,63.98,-19.7,1491.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
,Lambafit,Iceland,Iceland-S,64.08,-19.4,550.0,Crater rows,Crater System,Historical,D1,A line of craters formed along fissures or aligned vents producing multiple craters.
,Mundafell,Iceland,Iceland-S,63.98,-19.7,1491.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
,Thordarhyrna,Iceland,Iceland-S,62.27,-17.6,1659.0,Stratovolcano,Stratovolcano,Historical,D2,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
372040.0,Tindfjallajokull,Iceland,Iceland-S,63.783,-19.716,1464.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
372050.0,Torfajokull,Iceland,Iceland-S,63.892,-19.122,1280.0,Stratovolcano,Stratovolcano,Historical,D6,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
372010.0,Vestmannaeyjar,Iceland,Iceland-S,63.416,-20.266,283.0,Submarine volcano,Submarine Volcano,Historical,D1,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
374020.0,Esjufjoll,Iceland,Iceland-SE,64.25,-16.583,1620.0,Stratovolcano,Stratovolcano,Historical,D2,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
374010.0,Oraefajokull,Iceland,Iceland-SE,64.0,-16.65,2010.0,Stratovolcano,Stratovolcano,Historical,D4,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
371040.0,Brennisteinsfjoll,Iceland,Iceland-SW,63.933,-21.783,610.0,Crater rows,Crater System,Historical,D6,A line of craters formed along fissures or aligned vents producing multiple craters.
371022.0,Eldey,Iceland,Iceland-SW,63.733,-23.0,70.0,Submarine,Submarine Volcano,,D2,A volcano whose edifice is wholly or partly beneath the sea surface.
371060.0,Grimsnes,Iceland,Iceland-SW,64.05,-20.883,200.0,Crater rows,Crater System,Tephrochronology,D7,A line of craters formed along fissures or aligned vents producing multiple craters.
371050.0,Hengill,Iceland,Iceland-SW,64.083,-21.416,803.0,Crater rows,Crater System,Radiocarbon,D6,A line of craters formed along fissures or aligned vents producing multiple craters.
371090.0,Hofsjokull,Iceland,Iceland-SW,64.833,-18.766,1765.0,Subglacial volcano,Subglacial,Holocene,U,"A volcano erupted beneath ice or a glacier, creating unique geomorphology."
,Kristnitokugigar,Iceland,Iceland-SW,63.98,-21.42,301.0,Crater rows,Crater System,Historical,Unknown,A line of craters formed along fissures or aligned vents producing multiple craters.
371030.0,Krysuvik-Trolladyngja,Iceland,Iceland-SW,63.917,-22.067,360.0,Crater rows,Crater System,Historical,D6,A line of craters formed along fissures or aligned vents producing multiple craters.
371080.0,Oddnyjarhnjukur-Langjokull,Iceland,Iceland-SW,64.85,-19.7,1100.0,Stratovolcano,Stratovolcano,Radiocarbon,D6,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
371070.0,Prestahnukur,Iceland,Iceland-SW,64.583,-20.666,1385.0,Subglacial volcano,Subglacial,Radiocarbon,D7,"A volcano erupted beneath ice or a glacier, creating unique geomorphology."
371020.0,Reykjanes,Iceland,Iceland-SW,63.817,-22.717,140.0,Crater rows,Crater System,Historical,D6,A line of craters formed along fissures or aligned vents producing multiple craters.
,Reykjaneshryggur,Iceland,Iceland-SW,63.67,-23.33,80.0,Submarine volcanoes,Submarine Volcano,Historical,D1,Plural of submarine volcano – many underwater volcanoes.
370020.0,Helgrindur,Iceland,Iceland-W,64.866,-23.283,986.0,Pyroclastic cone,Cone,Holocene,U,"A cone built from pyroclastic material (ash, lapilli, bombs) around a vent."
370030.0,Ljosufjoll,Iceland,Iceland-W,64.9,-22.483,1063.0,Fissure vent,Crater System,Anthropology,D6,"A linear crack in the crust through which lava erupts, often forming a row of vents."
370010.0,Snaefellsjokull,Iceland,Iceland-W,64.8,-23.783,1446.0,Stratovolcano,Stratovolcano,Radiocarbon,D6,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
,Unnamed,Indian Ocean,Indian O-E,11.75,80.75,0.0,Submarine volcano,Submarine Volcano,Uncertain,Unknown,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
234030.0,"Est, Ile de l'",French Southern & Antarctic Lands,Indian O-S,-46.43,52.2,1090.0,Stratovolcano,Stratovolcano,Holocene,Unknown,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
234020.0,Kerguelen Islands,French Southern & Antarctic Lands,Indian O-S,-49.58,69.5,1840.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
234010.0,Heard,Heard I. & McDonald Is.,Indian O-S,-53.106,73.513,2745.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
234001.0,Amsterdam Island,Indian Ocean,Indian O-S,-37.83,77.52,881.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
234050.0,"Cochons, Ile Aux",Indian Ocean,Indian O-S,-46.1,50.23,775.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
234011.0,McDonald Islands,Indian Ocean,Indian O-S,-53.03,72.6,230.0,Complex volcano,Stratovolcano,Historical,D1,"A volcano with multiple vents and edifice structures, showing mixed behaviours over time."
234040.0,"Possession, Ile de la",Indian Ocean,Indian O-S,-46.42,51.75,934.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
234060.0,Prince Edward Island,Indian Ocean,Indian O-S,-46.63,37.95,672.0,Shield volcano,Shield Volcano,Holocene,U,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
234002.0,St. Paul,Indian Ocean,Indian O-S,-38.72,77.53,268.0,Stratovolcano,Stratovolcano,Historical,D4,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
234070.0,Marion Island,South Africa,Indian O-S,-46.9,37.75,1230.0,Shield volcano,Shield Volcano,Historical,D1,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
233001.0,"Grille, La",Comoros,Indian O-W,-11.47,43.33,1087.0,Shield volcano,Shield Volcano,Holocene,U,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
233010.0,Karthala,Comoros,Indian O-W,-11.75,43.38,2361.0,Shield volcano,Shield Volcano,Historical,D1,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
233005.0,Mayotte,France,Indian O-W,-12.83,45.17,660.0,Shield,Shield Volcano,,D1,"Broad, gently‐sloping volcano built by low‐viscosity lava flows over long periods."
233020.0,"Fournaise, Piton de la",Reunion,Indian O-W,-21.244,55.708,2632.0,Shield volcano,Shield Volcano,Historical,D1,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
234000.0,Boomerang Seamount,Antarctica,Indian O.-S,-37.722,77.822,-650.0,Submarine volcano,Submarine Volcano,Historical,D2,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
262000.0,Krakatau,Indonesia,Indonesia,-6.101,105.423,285.0,Caldera,Caldera,Historical,D1,A large depression formed when a volcano’s summit or magma chamber collapses after a major eruption.
232030.0,Bazman,Iran,Iran,28.07,60.0,3490.0,Stratovolcano,Stratovolcano,Fumarolic,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
232010.0,Damavand,Iran,Iran,35.951,52.109,5670.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
232040.0,Kuh-e Nader,Iran,Iran,28.17,60.67,1500.0,Volcanic field,Crater System,Holocene,Unknown,A non‐single edifice area of volcanic activity – many vents & volcanoes across an area.
,Qal'eh Hasan Ali,Iran,Iran,29.4,57.57,0.0,Maar,Maars / Tuff ring,Holocene,Unknown,"A broad, shallow crater formed by explosive interaction of magma with groundwater (phreatomagmatic)."
232002.0,Sabalan,Iran,Iran,38.268,47.835,4784.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
232001.0,Sahand,Iran,Iran,37.75,46.43,3707.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
232050.0,Taftan,Iran,Iran,28.6,61.13,3940.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
,Unnamed,Iran,Iran,39.25,45.167,,Volcanic field,Crater System,Holocene,U,A non‐single edifice area of volcanic activity – many vents & volcanoes across an area.
211010.0,Campi Flegrei,Italy,Italy,40.827,14.139,458.0,Caldera,Caldera,Historical,D5,A large depression formed when a volcano’s summit or magma chamber collapses after a major eruption.
211070.0,Campi Flegrei del Mar di Sicilia,Italy,Italy,37.1,12.7,-8.0,Submarine volcanoes,Submarine Volcano,Historical,D3,Plural of submarine volcano – many underwater volcanoes.
211004.0,Colli Albani,Italy,Italy,41.757,12.725,949.0,Caldera,Caldera,Holocene,Unknown,A large depression formed when a volcano’s summit or magma chamber collapses after a major eruption.
211060.0,Etna,Italy,Italy,37.748,14.999,3357.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
211030.0,Ischia,Italy,Italy,40.73,13.897,789.0,Complex volcano,Stratovolcano,Historical,D6,"A volcano with multiple vents and edifice structures, showing mixed behaviours over time."
,Larderello,Italy,Italy,43.25,10.87,500.0,Explosion crater,Crater System,Historical,D6,"A crater formed by explosive activity, often shallow, sometimes from phreatic interactions."
211042.0,Lipari,Italy,Italy,38.49,14.933,590.0,Stratovolcanoes,Stratovolcano,Radiocarbon,D6,Plural form of stratovolcano.
211080.0,Marsili,Italy,Italy,39.284,14.399,-779.0,Submarine,Submarine Volcano,,D7,A volcano whose edifice is wholly or partly beneath the sea surface.
211031.0,Palinuro,Italy,Italy,39.48,14.83,-70.0,Submarine volcano,Submarine Volcano,Radiocarbon,D7,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
211041.0,Panarea,Italy,Italy,38.638,15.064,399.0,Stratovolcano,Stratovolcano,Historical,D6,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
211071.0,Pantelleria,Italy,Italy,36.77,12.02,836.0,Shield volcano,Shield Volcano,Historical,D3,Same as 'Shield' – a volcano with broad profile from many fluid lava flows.
211040.0,Stromboli,Italy,Italy,38.789,15.213,924.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
211020.0,Vesuvius,Italy,Italy,40.821,14.426,1281.0,Complex volcano,Stratovolcano,Historical,D2,"A volcano with multiple vents and edifice structures, showing mixed behaviours over time."
211050.0,Vulcano,Italy,Italy,38.404,14.962,500.0,Stratovolcano,Stratovolcano,Historical,D3,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
211003.0,Vulsini,Italy,Italy,42.6,11.93,800.0,Caldera,Caldera,Historical,D7,A large depression formed when a volcano’s summit or magma chamber collapses after a major eruption.
284060.0,Aogashima,Japan,Izu Is-Japan,32.458,139.759,423.0,Stratovolcano,Stratovolcano,Historical,D4,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
284095.0,Doyo Seamount,Japan,Izu Is-Japan,27.68,140.8,-590.0,Submarine volcano,Submarine Volcano,Fumarolic,U,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
284050.0,Hachijojima,Japan,Izu Is-Japan,33.137,139.766,854.0,Stratovolcano,Stratovolcano,Historical,D5,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
284010.0,Izu-Oshima,Japan,Izu Is-Japan,34.724,139.394,746.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
284090.0,Izu-Torishima,Japan,Izu Is-Japan,30.484,140.303,394.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
284061.0,Kita-Bayonnaise,Japan,Izu Is-Japan,32.1,139.85,-360.0,Submarine volcano,Submarine Volcano,Holocene,Unknown,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
284030.0,Kozushima,Japan,Izu Is-Japan,34.219,139.153,572.0,Lava dome,Cone,Historical,D6,"A rounded mound formed by highly viscous lava extruding slowly, building up near the vent."
284042.0,Kurose Hole,Japan,Izu Is-Japan,33.4,139.68,-114.0,Submarine volcano,Submarine Volcano,Holocene?,?,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
284041.0,Mikurajima,Japan,Izu Is-Japan,33.874,139.602,851.0,Submarine volcano,Submarine Volcano,Holocene,Unknown,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
284040.0,Miyakejima,Japan,Izu Is-Japan,34.094,139.526,775.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
284094.0,Mokuyo Seamount,Japan,Izu Is-Japan,28.327,140.572,-933.0,Submarine volcano,Submarine Volcano,Fumarolic,U,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
284070.0,Myojinsho,Japan,Izu Is-Japan,31.888,139.918,11.0,Submarine volcano,Submarine Volcano,Historical,D1,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
284020.0,Niijima,Japan,Izu Is-Japan,34.397,139.27,432.0,Lava dome,Cone,Historical,D6,"A rounded mound formed by highly viscous lava extruding slowly, building up near the vent."
284091.0,Sofugan,Japan,Izu Is-Japan,29.794,140.342,99.0,Submarine volcano,Submarine Volcano,Uncertain,Unknown,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
284080.0,Sumisujima,Japan,Izu Is-Japan,31.44,140.051,136.0,Submarine volcano,Submarine Volcano,Historical,D2,Same as 'Submarine' – underwater/partly underwater volcanic edifice.
284011.0,Toshima,Japan,Izu Is-Japan,34.52,139.279,508.0,Stratovolcano,Stratovolcano,Holocene,Unknown,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
285061.0,Maruyama,Japan,Japan,43.418,143.031,2013.0,Lava dome,Cone,Historical,D3,"A rounded mound formed by highly viscous lava extruding slowly, building up near the vent."
263290.0,Arjuno-Welirang,Indonesia,Java,-7.733,112.575,3343.0,Stratovolcano,Stratovolcano,Historical,D2,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
263351.0,Baluran,Indonesia,Java,-7.85,114.37,1247.0,Stratovolcano,Stratovolcano,Holocene,Unknown,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
263170.0,Ciremai,Indonesia,Java,-6.895,108.408,3039.0,Stratovolcano,Stratovolcano,Historical,D2,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
263200.0,Dieng Volcanic Complex,Indonesia,Java,-7.2,109.879,2565.0,Complex volcano,Stratovolcano,Historical,D1,"A volcano with multiple vents and edifice structures, showing mixed behaviours over time."
263140.0,Galunggung,Indonesia,Java,-7.25,108.058,2168.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
263060.0,Gede-Pangrango,Indonesia,Java,-6.786,106.983,3026.0,Stratovolcano,Stratovolcano,Historical,D2,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
263130.0,Guntur,Indonesia,Java,-7.143,107.841,2251.0,Complex volcano,Stratovolcano,Historical,D3,"A volcano with multiple vents and edifice structures, showing mixed behaviours over time."
263350.0,Ijen,Indonesia,Java,-8.058,114.242,2769.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
263330.0,Iyang-Argapura,Indonesia,Java,-7.97,113.57,3088.0,Complex volcano,Stratovolcano,Holocene,U,"A volcano with multiple vents and edifice structures, showing mixed behaviours over time."
,"Karaha, Kawah",Indonesia,Java,-7.12,108.08,1155.0,Fumarole field,Other / Unknown,Fumarolic,U,"An area where volcanic gases and steam escape through surface vents, without major lava flows."
263020.0,Karang,Indonesia,Java,-6.268,106.05,1768.0,Stratovolcano,Stratovolcano,Holocene,Unknown,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
263281.0,Kawi-Butak,Indonesia,Java,-7.92,112.45,2651.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
263280.0,Kelud,Indonesia,Java,-7.935,112.314,1730.0,Stratovolcano,Stratovolcano,Historical,D1,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
263110.0,Kendang,Indonesia,Java,-7.245,107.709,2594.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
,Kiaraberes-Gagak,Indonesia,Java,-6.73,106.65,1511.0,Stratovolcano,Stratovolcano,Historical,D2,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
263320.0,Lamongan,Indonesia,Java,-7.981,113.341,1641.0,Stratovolcano,Stratovolcano,Historical,D3,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
263260.0,Lawu,Indonesia,Java,-7.625,111.192,3265.0,Stratovolcano,Stratovolcano,Holocene,U,"A tall, conical volcano built by many layers of hardened lava, tephra, and volcanic ash."
